,date,amount,transaction_id,rate,flat_fee,product,rate_fee,total_fees
122296,2021-06-11 15:16:15,2058,pp_1636211775146756058,0.025,2.0,pp,51.45,53.45
60261,2021-06-11 15:20:11,44,pos_1636212010505756044,0.01,2.0,pos,0.44,2.44
138542,2021-06-11 15:24:47,1479,pr_1636212286758000479,0.03,0.0,pr,44.37,44.37
91990,2021-06-11 15:38:17,599,pr_1636213096598962599,0.03,0.0,pr,17.97,17.97
69625,2021-06-11 15:53:52,499,pr_1636214032440219499,0.03,0.0,pr,14.969999999999999,14.969999999999999
89300,2021-06-11 15:57:53,196,pr_1636214273478103196,0.03,0.0,pr,5.88,5.88
74389,2021-06-11 16:28:59,231,pr_1636216138756985231,0.03,0.0,pr,6.93,6.93
30170,2021-06-11 16:41:12,238,pr_1636216872230729238,0.03,0.0,pr,7.14,7.14
88855,2021-06-11 17:03:45,1157,pr_1636218225177477157,0.03,0.0,pr,34.71,34.71
61678,2021-06-11 17:22:51,53,pos_1636219371278217053,0.01,2.0,pos,0.53,2.5300000000000002
101930,2021-06-11 17:28:32,1531,pr_1636219711687052531,0.03,0.0,pr,45.93,45.93
71953,2021-06-11 17:56:04,1780,pr_1636221363741447780,0.03,0.0,pr,53.4,53.4
71634,2021-06-11 18:12:34,69,pos_1636222353690395069,0.01,2.0,pos,0.6900000000000001,2.69
117238,2021-06-11 18:33:40,117,pos_1636223619630077117,0.01,2.0,pos,1.17,3.17
44012,2021-06-11 19:10:42,904,pp_1636225842454590904,0.025,2.0,pp,22.6,24.6
16175,2021-06-11 19:16:58,142,pos_1636226217775813142,0.01,2.0,pos,1.42,3.42
93590,2021-06-11 19:57:37,252,pos_1636228657118573252,0.01,2.0,pos,2.52,4.52
74804,2021-06-11 20:05:18,595,pr_1636229118490349595,0.03,0.0,pr,17.849999999999998,17.849999999999998
29836,2021-06-11 20:42:47,288,pos_1636231367026235288,0.01,2.0,pos,2.88,4.88
72463,2021-06-11 22:14:45,283,pos_1636236885096107283,0.01,2.0,pos,2.83,4.83
15945,2021-06-11 22:24:49,5,pos_1636237489119856005,0.01,2.0,pos,0.05,2.05
65420,2021-06-12 01:24:47,30,pos_1638753886852778030,0.01,2.0,pos,0.3,2.3
4926,2021-06-12 01:45:42,104,pos_1638755142180093104,0.01,2.0,pos,1.04,3.04
20748,2021-06-12 02:13:06,110,pos_1638756786432414110,0.01,2.0,pos,1.1,3.1
5368,2021-06-12 02:14:31,732,pr_1638756870747389732,0.03,0.0,pr,21.96,21.96
37337,2021-06-12 03:07:04,1455,pr_1638760024219818455,0.03,0.0,pr,43.65,43.65
91728,2021-06-12 03:30:40,1130,pr_1638761439800681130,0.03,0.0,pr,33.9,33.9
3546,2021-06-12 04:07:00,638,pr_1638763619718049638,0.03,0.0,pr,19.14,19.14
62553,2021-06-12 04:08:07,39,pos_1638763687171048039,0.01,2.0,pos,0.39,2.39
137101,2021-06-12 04:18:10,1314,pr_1638764289511562314,0.03,0.0,pr,39.42,39.42
108331,2021-06-12 04:33:55,278,pp_1638765234640362278,0.025,2.0,pp,6.95,8.95
135215,2021-06-12 04:43:57,35,pos_1638765837145926035,0.01,2.0,pos,0.35000000000000003,2.35
103804,2021-06-12 05:09:18,1631,pp_1638767357867719631,0.025,2.0,pp,40.775000000000006,42.775000000000006
21907,2021-06-12 05:26:14,444,pr_1638768374149636444,0.03,0.0,pr,13.32,13.32
63435,2021-06-12 05:43:35,1354,pr_1638769414959942354,0.03,0.0,pr,40.62,40.62
42623,2021-06-12 05:57:57,760,pr_1638770277172739760,0.03,0.0,pr,22.8,22.8
134352,2021-06-12 06:11:50,593,pp_1638771109983046593,0.025,2.0,pp,14.825000000000001,16.825000000000003
52659,2021-06-12 06:15:23,285,pos_1638771323304642285,0.01,2.0,pos,2.85,4.85
89054,2021-06-12 06:24:05,285,pr_1638771845289588285,0.03,0.0,pr,8.549999999999999,8.549999999999999
7169,2021-06-12 06:25:54,323,pr_1638771954240913323,0.03,0.0,pr,9.69,9.69
75465,2021-06-12 06:36:23,117,pos_1638772582790972117,0.01,2.0,pos,1.17,3.17
24361,2021-06-12 06:41:43,2147,pr_1638772903320617147,0.03,0.0,pr,64.41,64.41
79437,2021-06-12 06:45:05,1357,pr_1638773104516570357,0.03,0.0,pr,40.71,40.71
12991,2021-06-12 07:11:15,353,pos_1638774675179787353,0.01,2.0,pos,3.5300000000000002,5.53
60328,2021-06-12 07:11:23,107,pr_1638774683247828107,0.03,0.0,pr,3.21,3.21
23082,2021-06-12 07:41:05,1502,pr_1638776465034690502,0.03,0.0,pr,45.059999999999995,45.059999999999995
128568,2021-06-12 07:42:51,653,pr_1638776570845998653,0.03,0.0,pr,19.59,19.59
22669,2021-06-12 07:44:08,28,pos_1638776648156527028,0.01,2.0,pos,0.28,2.2800000000000002
23249,2021-06-12 07:55:32,179,pos_1638777332479468179,0.01,2.0,pos,1.79,3.79
21468,2021-06-12 07:59:30,826,pp_1638777570486831826,0.025,2.0,pp,20.650000000000002,22.650000000000002
26758,2021-06-12 08:06:46,690,pp_1638778006018958690,0.025,2.0,pp,17.25,19.25
62763,2021-06-12 08:31:28,1511,pp_1638779487754593511,0.025,2.0,pp,37.775,39.775
61290,2021-06-12 08:32:05,507,pr_1638779524990343507,0.03,0.0,pr,15.209999999999999,15.209999999999999
115270,2021-06-12 08:41:14,423,pr_1638780074389872423,0.03,0.0,pr,12.69,12.69
77066,2021-06-12 08:43:11,521,pr_1638780190582077521,0.03,0.0,pr,15.629999999999999,15.629999999999999
37161,2021-06-12 08:56:28,900,pp_1638780987609555900,0.025,2.0,pp,22.5,24.5
56892,2021-06-12 08:59:44,220,pos_1638781183501780220,0.01,2.0,pos,2.2,4.2
1503,2021-06-12 09:02:43,43,pos_1638781362520631043,0.01,2.0,pos,0.43,2.43
54482,2021-06-12 09:16:52,18,pr_1638782212171902018,0.03,0.0,pr,0.54,0.54
136485,2021-06-12 09:19:18,213,pos_1638782358088162213,0.01,2.0,pos,2.13,4.13
3903,2021-06-12 09:23:08,3528,pr_1638782587928167528,0.03,0.0,pr,105.83999999999999,105.83999999999999
9346,2021-06-12 09:26:48,534,pr_1638782808322462534,0.03,0.0,pr,16.02,16.02
82772,2021-06-12 09:27:00,1787,pp_1638782820043222787,0.025,2.0,pp,44.675000000000004,46.675000000000004
18325,2021-06-12 09:31:01,108,pos_1638783060848655108,0.01,2.0,pos,1.08,3.08
111577,2021-06-12 09:41:41,2269,pp_1638783701018987269,0.025,2.0,pp,56.725,58.725
92987,2021-06-12 09:43:49,1056,pp_1638783829092102056,0.025,2.0,pp,26.400000000000002,28.400000000000002
74629,2021-06-12 09:50:02,226,pos_1638784201632318226,0.01,2.0,pos,2.2600000000000002,4.26
21673,2021-06-12 09:51:04,1030,pr_1638784263540958030,0.03,0.0,pr,30.9,30.9
43730,2021-06-12 09:54:32,1122,pr_1638784472050705122,0.03,0.0,pr,33.66,33.66
51833,2021-06-12 09:55:20,248,pr_1638784519967889248,0.03,0.0,pr,7.4399999999999995,7.4399999999999995
5788,2021-06-12 10:03:15,149,pos_1638784994954093149,0.01,2.0,pos,1.49,3.49
56063,2021-06-12 10:07:28,55,pos_1638785247712584055,0.01,2.0,pos,0.55,2.55
3285,2021-06-12 10:07:34,1861,pr_1638785254269468861,0.03,0.0,pr,55.83,55.83
112161,2021-06-12 10:07:53,205,pos_1638785273262959205,0.01,2.0,pos,2.05,4.05
63617,2021-06-12 10:09:52,204,pr_1638785391950494204,0.03,0.0,pr,6.12,6.12
31793,2021-06-12 10:11:14,1587,pr_1638785473992937587,0.03,0.0,pr,47.61,47.61
10142,2021-06-12 10:13:11,2506,pp_1638785590913777506,0.025,2.0,pp,62.650000000000006,64.65
93629,2021-06-12 10:29:34,1265,pr_1638786574308110265,0.03,0.0,pr,37.949999999999996,37.949999999999996
24543,2021-06-12 10:31:21,2073,pp_1638786680570233073,0.025,2.0,pp,51.825,53.825
85659,2021-06-12 10:32:50,728,pr_1638786769830294728,0.03,0.0,pr,21.84,21.84
66980,2021-06-12 10:40:49,190,pr_1638787248712970190,0.03,0.0,pr,5.7,5.7
29208,2021-06-12 10:45:13,164,pos_1638787512770934164,0.01,2.0,pos,1.6400000000000001,3.64
28682,2021-06-12 10:46:15,6,pos_1638787574938433006,0.01,2.0,pos,0.06,2.06
74751,2021-06-12 10:48:52,348,pr_1638787732001625348,0.03,0.0,pr,10.44,10.44
44917,2021-06-12 10:52:49,510,pr_1638787969457005510,0.03,0.0,pr,15.299999999999999,15.299999999999999
135707,2021-06-12 10:58:18,2744,pr_1638788297545557744,0.03,0.0,pr,82.32,82.32
120254,2021-06-12 11:02:26,61,pos_1638788546190875061,0.01,2.0,pos,0.61,2.61
56396,2021-06-12 11:03:33,134,pos_1638788612781327134,0.01,2.0,pos,1.34,3.34
36030,2021-06-12 11:14:40,53,pos_1638789280054875053,0.01,2.0,pos,0.53,2.5300000000000002
138741,2021-06-12 11:16:21,376,pp_1638789380778589376,0.025,2.0,pp,9.4,11.4
66574,2021-06-12 11:19:19,900,pp_1638789559331045900,0.025,2.0,pp,22.5,24.5
89055,2021-06-12 11:24:15,140,pr_1638789855500164140,0.03,0.0,pr,4.2,4.2
15666,2021-06-12 11:29:32,226,pos_1638790172089607226,0.01,2.0,pos,2.2600000000000002,4.26
79647,2021-06-12 11:36:52,1503,pp_1638790611945559503,0.025,2.0,pp,37.575,39.575
132285,2021-06-12 11:46:08,788,pr_1638791168318228788,0.03,0.0,pr,23.64,23.64
54231,2021-06-12 11:52:48,1816,pp_1638791568107313816,0.025,2.0,pp,45.400000000000006,47.400000000000006
110764,2021-06-12 11:55:02,1816,pr_1638791701856935816,0.03,0.0,pr,54.48,54.48
54281,2021-06-12 11:58:10,224,pp_1638791889865399224,0.025,2.0,pp,5.6000000000000005,7.6000000000000005
76258,2021-06-12 12:04:31,1396,pp_1638792271291934396,0.025,2.0,pp,34.9,36.9
39913,2021-06-12 12:05:24,26,pos_1638792324057716026,0.01,2.0,pos,0.26,2.26
31852,2021-06-12 12:12:05,207,pos_1638792724856759207,0.01,2.0,pos,2.07,4.07
7289,2021-06-12 12:12:36,1024,pr_1638792756381762024,0.03,0.0,pr,30.72,30.72
75017,2021-06-12 12:18:50,237,pp_1638793130166225237,0.025,2.0,pp,5.925000000000001,7.925000000000001
19302,2021-06-12 12:35:33,888,pr_1638794132671251888,0.03,0.0,pr,26.64,26.64
81598,2021-06-12 12:37:17,9,pos_1638794236513669009,0.01,2.0,pos,0.09,2.09
103915,2021-06-12 12:43:20,170,pr_1638794600340819170,0.03,0.0,pr,5.1,5.1
26333,2021-06-12 12:45:45,227,pr_1638794744631426227,0.03,0.0,pr,6.81,6.81
52611,2021-06-12 12:50:08,72,pp_1638795008435731072,0.025,2.0,pp,1.8,3.8
39488,2021-06-12 12:54:56,172,pos_1638795296009660172,0.01,2.0,pos,1.72,3.7199999999999998
51105,2021-06-12 13:05:11,1588,pr_1638795910576344588,0.03,0.0,pr,47.64,47.64
37919,2021-06-12 13:12:12,854,pr_1638796332171559854,0.03,0.0,pr,25.619999999999997,25.619999999999997
51004,2021-06-12 13:16:58,1443,pr_1638796618116341443,0.03,0.0,pr,43.29,43.29
63635,2021-06-12 13:20:12,1036,pr_1638796812471765036,0.03,0.0,pr,31.08,31.08
22872,2021-06-12 13:31:31,229,pr_1638797490610786229,0.03,0.0,pr,6.87,6.87
81749,2021-06-12 13:34:09,250,pos_1638797648924553250,0.01,2.0,pos,2.5,4.5
9194,2021-06-12 13:35:47,2490,pp_1638797747057238490,0.025,2.0,pp,62.25,64.25
89096,2021-06-12 13:38:54,43,pos_1638797934240088043,0.01,2.0,pos,0.43,2.43
11667,2021-06-12 13:40:32,2226,pr_1638798032347066226,0.03,0.0,pr,66.78,66.78
101707,2021-06-12 13:49:53,269,pos_1638798593098789269,0.01,2.0,pos,2.69,4.6899999999999995
67191,2021-06-12 13:50:34,827,pp_1638798634226122827,0.025,2.0,pp,20.675,22.675
11351,2021-06-12 13:56:42,2125,pr_1638799002484029125,0.03,0.0,pr,63.75,63.75
44736,2021-06-12 14:04:35,826,pr_1638799475248011826,0.03,0.0,pr,24.779999999999998,24.779999999999998
7595,2021-06-12 14:07:37,1135,pr_1638799657389396135,0.03,0.0,pr,34.05,34.05
74816,2021-06-12 14:09:53,556,pr_1638799793090450556,0.03,0.0,pr,16.68,16.68
33102,2021-06-12 14:10:23,249,pos_1638799823369661249,0.01,2.0,pos,2.49,4.49
9212,2021-06-12 14:16:07,1072,pp_1638800166510190072,0.025,2.0,pp,26.8,28.8
97140,2021-06-12 14:16:51,2200,pr_1638800211052484200,0.03,0.0,pr,66.0,66.0
105629,2021-06-12 14:19:50,936,pp_1638800390371926936,0.025,2.0,pp,23.400000000000002,25.400000000000002
22237,2021-06-12 14:21:23,137,pr_1638800483026681137,0.03,0.0,pr,4.109999999999999,4.109999999999999
45142,2021-06-12 14:30:02,340,pp_1638801002144831340,0.025,2.0,pp,8.5,10.5
56088,2021-06-12 14:57:03,3465,pp_1638802623240658465,0.025,2.0,pp,86.625,88.625
32010,2021-06-12 15:01:31,310,pos_1638802891411747310,0.01,2.0,pos,3.1,5.1
107816,2021-06-12 15:05:48,1054,pp_1638803148478251054,0.025,2.0,pp,26.35,28.35
89759,2021-06-12 15:11:12,149,pos_1638803471710898149,0.01,2.0,pos,1.49,3.49
35211,2021-06-12 15:15:10,204,pos_1638803709854064204,0.01,2.0,pos,2.04,4.04
70202,2021-06-12 15:20:20,141,pos_1638804019820531141,0.01,2.0,pos,1.41,3.41
117462,2021-06-12 15:20:55,792,pp_1638804054540574792,0.025,2.0,pp,19.8,21.8
99738,2021-06-12 15:27:02,112,pos_1638804422255383112,0.01,2.0,pos,1.12,3.12
133764,2021-06-12 15:35:59,194,pos_1638804958912966194,0.01,2.0,pos,1.94,3.94
126620,2021-06-12 15:40:40,108,pr_1638805239972873108,0.03,0.0,pr,3.2399999999999998,3.2399999999999998
6632,2021-06-12 15:43:13,2050,pp_1638805392691184050,0.025,2.0,pp,51.25,53.25
61260,2021-06-12 15:46:44,414,pp_1638805604236473414,0.025,2.0,pp,10.350000000000001,12.350000000000001
23247,2021-06-12 15:52:49,136,pos_1638805969346456136,0.01,2.0,pos,1.36,3.3600000000000003
117526,2021-06-12 16:05:59,160,pos_1638806758962441160,0.01,2.0,pos,1.6,3.6
61906,2021-06-12 16:18:09,814,pr_1638807488630500814,0.03,0.0,pr,24.419999999999998,24.419999999999998
5575,2021-06-12 16:19:40,1858,pr_1638807579570477858,0.03,0.0,pr,55.739999999999995,55.739999999999995
78144,2021-06-12 16:21:13,353,pp_1638807673342239353,0.025,2.0,pp,8.825000000000001,10.825000000000001
130247,2021-06-12 16:33:20,379,pr_1638808400211912379,0.03,0.0,pr,11.37,11.37
85382,2021-06-12 16:33:58,115,pp_1638808438242047115,0.025,2.0,pp,2.875,4.875
87032,2021-06-12 17:07:55,77,pos_1638810475342123077,0.01,2.0,pos,0.77,2.77
87638,2021-06-12 17:15:12,386,pp_1638810912047558386,0.025,2.0,pp,9.65,11.65
65506,2021-06-12 17:31:12,407,pr_1638811872432826407,0.03,0.0,pr,12.209999999999999,12.209999999999999
26174,2021-06-12 18:07:06,556,pr_1638814025979104556,0.03,0.0,pr,16.68,16.68
36614,2021-06-12 18:22:48,731,pr_1638814968400398731,0.03,0.0,pr,21.93,21.93
133363,2021-06-12 18:41:26,1951,pr_1638816085722201951,0.03,0.0,pr,58.53,58.53
61691,2021-06-12 19:07:39,116,pp_1638817659016189116,0.025,2.0,pp,2.9000000000000004,4.9
70289,2021-06-12 19:19:01,434,pr_1638818340858249434,0.03,0.0,pr,13.02,13.02
22182,2021-06-12 20:05:08,109,pos_1638821107662873109,0.01,2.0,pos,1.09,3.09
50546,2021-06-12 20:06:12,201,pos_1638821171885331201,0.01,2.0,pos,2.0100000000000002,4.01
116165,2021-06-12 21:12:44,86,pr_1638825163582469086,0.03,0.0,pr,2.58,2.58
111555,2021-06-12 21:15:56,442,pr_1638825356363001442,0.03,0.0,pr,13.26,13.26
66033,2021-06-12 21:25:21,1289,pr_1638825921316375289,0.03,0.0,pr,38.67,38.67
1239,2021-06-12 21:45:11,611,pr_1638827111375027611,0.03,0.0,pr,18.33,18.33
89999,2021-06-12 21:46:56,516,pp_1638827216104057516,0.025,2.0,pp,12.9,14.9
43781,2021-06-12 21:59:40,72,pos_1638827979565866072,0.01,2.0,pos,0.72,2.7199999999999998
854,2021-06-12 22:41:34,56,pp_1638830494420311056,0.025,2.0,pp,1.4000000000000001,3.4000000000000004
13078,2021-06-13 01:01:04,43,pp_1623546063647323043,0.025,2.0,pp,1.075,3.075
130544,2021-06-13 02:02:16,73,pos_1623549736499064073,0.01,2.0,pos,0.73,2.73
84919,2021-06-13 02:40:21,133,pos_1623552020750068133,0.01,2.0,pos,1.33,3.33
106592,2021-06-13 02:45:24,60,pos_1623552324067850060,0.01,2.0,pos,0.6,2.6
87459,2021-06-13 04:45:58,232,pos_1623559558306077232,0.01,2.0,pos,2.32,4.32
65305,2021-06-13 05:05:12,52,pos_1623560712117577052,0.01,2.0,pos,0.52,2.52
95387,2021-06-13 05:19:17,314,pp_1623561556727320314,0.025,2.0,pp,7.8500000000000005,9.850000000000001
71704,2021-06-13 05:37:54,68,pos_1623562673949524068,0.01,2.0,pos,0.68,2.68
34243,2021-06-13 06:00:03,1188,pr_1623564002961746188,0.03,0.0,pr,35.64,35.64
122745,2021-06-13 06:13:50,101,pr_1623564829542081101,0.03,0.0,pr,3.03,3.03
128641,2021-06-13 06:42:55,256,pp_1623566574611430256,0.025,2.0,pp,6.4,8.4
57431,2021-06-13 07:14:18,130,pos_1623568457571854130,0.01,2.0,pos,1.3,3.3
12742,2021-06-13 07:19:47,1108,pr_1623568787486993108,0.03,0.0,pr,33.24,33.24
25594,2021-06-13 07:31:46,354,pp_1623569505688834354,0.025,2.0,pp,8.85,10.85
132132,2021-06-13 07:36:58,286,pr_1623569818122060286,0.03,0.0,pr,8.58,8.58
84294,2021-06-13 07:44:57,482,pr_1623570297110793482,0.03,0.0,pr,14.459999999999999,14.459999999999999
32490,2021-06-13 07:58:33,1958,pr_1623571113128605958,0.03,0.0,pr,58.739999999999995,58.739999999999995
33738,2021-06-13 08:11:38,233,pos_1623571898391603233,0.01,2.0,pos,2.33,4.33
88473,2021-06-13 08:17:09,44,pr_1623572228528067044,0.03,0.0,pr,1.3199999999999998,1.3199999999999998
475,2021-06-13 08:31:50,82,pos_1623573109593132082,0.01,2.0,pos,0.8200000000000001,2.8200000000000003
20232,2021-06-13 08:40:56,73,pos_1623573655679809073,0.01,2.0,pos,0.73,2.73
17864,2021-06-13 08:47:12,344,pr_1623574031729458344,0.03,0.0,pr,10.32,10.32
29746,2021-06-13 08:48:12,2394,pr_1623574092420147394,0.03,0.0,pr,71.82,71.82
99186,2021-06-13 09:06:27,83,pos_1623575187006654083,0.01,2.0,pos,0.8300000000000001,2.83
125170,2021-06-13 09:11:42,1102,pr_1623575501655413102,0.03,0.0,pr,33.06,33.06
127251,2021-06-13 09:22:59,193,pos_1623576179268442193,0.01,2.0,pos,1.93,3.9299999999999997
114822,2021-06-13 09:24:52,1629,pr_1623576292291032629,0.03,0.0,pr,48.87,48.87
26529,2021-06-13 09:29:55,4047,pp_1623576595500344047,0.025,2.0,pp,101.17500000000001,103.17500000000001
82165,2021-06-13 09:42:12,826,pr_1623577332062366826,0.03,0.0,pr,24.779999999999998,24.779999999999998
13802,2021-06-13 09:46:22,81,pos_1623577582011879081,0.01,2.0,pos,0.81,2.81
56320,2021-06-13 09:47:58,438,pr_1623577678477810438,0.03,0.0,pr,13.139999999999999,13.139999999999999
134001,2021-06-13 09:57:55,1103,pr_1623578275330435103,0.03,0.0,pr,33.089999999999996,33.089999999999996
103936,2021-06-13 10:11:03,1718,pr_1623579062554141718,0.03,0.0,pr,51.54,51.54
66500,2021-06-13 10:20:48,60,pos_1623579648385445060,0.01,2.0,pos,0.6,2.6
91117,2021-06-13 10:43:50,1463,pp_1623581029627905463,0.025,2.0,pp,36.575,38.575
76233,2021-06-13 11:01:10,364,pr_1623582069870420364,0.03,0.0,pr,10.92,10.92
38961,2021-06-13 11:03:28,2484,pp_1623582207619908484,0.025,2.0,pp,62.1,64.1
3000,2021-06-13 11:04:18,408,pr_1623582257537905408,0.03,0.0,pr,12.24,12.24
31522,2021-06-13 11:07:33,3502,pp_1623582452722576502,0.025,2.0,pp,87.55000000000001,89.55000000000001
140350,2021-06-13 11:11:10,2457,pp_1623582669930214457,0.025,2.0,pp,61.425000000000004,63.425000000000004
80677,2021-06-13 11:16:48,1196,pp_1623583008269768196,0.025,2.0,pp,29.900000000000002,31.900000000000002
123176,2021-06-13 11:16:52,1735,pr_1623583012486843735,0.03,0.0,pr,52.05,52.05
123668,2021-06-13 11:17:06,646,pp_1623583025932774646,0.025,2.0,pp,16.150000000000002,18.150000000000002
97989,2021-06-13 11:23:03,745,pr_1623583383355193745,0.03,0.0,pr,22.349999999999998,22.349999999999998
73158,2021-06-13 11:23:26,1801,pr_1623583406178196801,0.03,0.0,pr,54.03,54.03
67226,2021-06-13 11:37:48,131,pos_1623584268058327131,0.01,2.0,pos,1.31,3.31
99683,2021-06-13 11:38:27,1383,pr_1623584307285655383,0.03,0.0,pr,41.49,41.49
134294,2021-06-13 11:43:32,391,pr_1623584611551976391,0.03,0.0,pr,11.73,11.73
135151,2021-06-13 11:47:14,1020,pp_1623584833761018020,0.025,2.0,pp,25.5,27.5
128241,2021-06-13 11:55:08,22,pos_1623585308361129022,0.01,2.0,pos,0.22,2.22
90077,2021-06-13 11:58:24,137,pos_1623585503984348137,0.01,2.0,pos,1.37,3.37
19773,2021-06-13 12:02:11,212,pr_1623585731131036212,0.03,0.0,pr,6.359999999999999,6.359999999999999
113024,2021-06-13 12:22:25,1090,pr_1623586944691837090,0.03,0.0,pr,32.699999999999996,32.699999999999996
56676,2021-06-13 12:31:50,637,pr_1623587509990217637,0.03,0.0,pr,19.11,19.11
46744,2021-06-13 12:38:05,1554,pr_1623587884787937554,0.03,0.0,pr,46.62,46.62
77843,2021-06-13 13:00:35,66,pr_1623589235195983066,0.03,0.0,pr,1.98,1.98
84482,2021-06-13 13:04:29,20,pos_1623589468952217020,0.01,2.0,pos,0.2,2.2
49715,2021-06-13 13:50:24,117,pos_1623592223608911117,0.01,2.0,pos,1.17,3.17
77322,2021-06-13 14:01:23,88,pr_1623592882908161088,0.03,0.0,pr,2.6399999999999997,2.6399999999999997
794,2021-06-13 14:09:58,663,pr_1623593398477381663,0.03,0.0,pr,19.89,19.89
76689,2021-06-13 14:13:12,2201,pr_1623593591839764201,0.03,0.0,pr,66.03,66.03
32682,2021-06-13 14:21:23,480,pr_1623594083291812480,0.03,0.0,pr,14.399999999999999,14.399999999999999
109373,2021-06-13 14:28:19,1422,pp_1623594499162040422,0.025,2.0,pp,35.550000000000004,37.550000000000004
82734,2021-06-13 14:29:44,1807,pr_1623594584160563807,0.03,0.0,pr,54.21,54.21
106890,2021-06-13 14:37:18,24,pos_1623595037599921024,0.01,2.0,pos,0.24,2.24
73306,2021-06-13 14:37:27,745,pr_1623595047258284745,0.03,0.0,pr,22.349999999999998,22.349999999999998
87654,2021-06-13 14:51:27,12,pr_1623595887192104012,0.03,0.0,pr,0.36,0.36
30195,2021-06-13 14:56:21,295,pr_1623596180647939295,0.03,0.0,pr,8.85,8.85
72020,2021-06-13 14:59:53,132,pr_1623596393496787132,0.03,0.0,pr,3.96,3.96
136602,2021-06-13 15:05:07,717,pp_1623596706641069717,0.025,2.0,pp,17.925,19.925
20583,2021-06-13 15:18:46,1149,pr_1623597526494322149,0.03,0.0,pr,34.47,34.47
140479,2021-06-13 15:19:27,1375,pr_1623597567265257375,0.03,0.0,pr,41.25,41.25
13273,2021-06-13 15:50:36,2007,pp_1623599435924986007,0.025,2.0,pp,50.175000000000004,52.175000000000004
75870,2021-06-13 15:50:58,565,pr_1623599458361986565,0.03,0.0,pr,16.95,16.95
91075,2021-06-13 16:10:43,1727,pp_1623600642740538727,0.025,2.0,pp,43.175000000000004,45.175000000000004
115250,2021-06-13 16:16:45,216,pos_1623601004992126216,0.01,2.0,pos,2.16,4.16
131465,2021-06-13 16:50:25,581,pp_1623603025380768581,0.025,2.0,pp,14.525,16.525
25172,2021-06-13 17:52:45,135,pos_1623606765218050135,0.01,2.0,pos,1.35,3.35
122689,2021-06-13 18:25:13,1054,pp_1623608712841961054,0.025,2.0,pp,26.35,28.35
137028,2021-06-13 18:31:45,2994,pp_1623609104568921994,0.025,2.0,pp,74.85000000000001,76.85000000000001
127137,2021-06-13 18:53:05,1038,pp_1623610384560230038,0.025,2.0,pp,25.950000000000003,27.950000000000003
97075,2021-06-13 19:00:29,1651,pp_1623610828842149651,0.025,2.0,pp,41.275000000000006,43.275000000000006
38803,2021-06-13 19:53:56,90,pos_1623614036110742090,0.01,2.0,pos,0.9,2.9
66387,2021-06-13 20:14:34,118,pos_1623615274148248118,0.01,2.0,pos,1.18,3.1799999999999997
1838,2021-06-13 20:20:31,2421,pr_1623615631130290421,0.03,0.0,pr,72.63,72.63
17070,2021-06-13 21:13:28,2207,pr_1623618807539201207,0.03,0.0,pr,66.21,66.21
15228,2021-06-13 21:50:43,51,pos_1623621043287730051,0.01,2.0,pos,0.51,2.51
139796,2021-06-14 00:19:27,372,pp_1623629966874588372,0.025,2.0,pp,9.3,11.3
17351,2021-06-14 00:47:23,2323,pr_1623631642668094323,0.03,0.0,pr,69.69,69.69
73066,2021-06-14 02:41:38,347,pr_1623638498432069347,0.03,0.0,pr,10.41,10.41
10937,2021-06-14 04:00:03,1473,pr_1623643203494008473,0.03,0.0,pr,44.19,44.19
63923,2021-06-14 04:40:39,82,pr_1623645638859901082,0.03,0.0,pr,2.46,2.46
61773,2021-06-14 04:53:54,73,pr_1623646433742214073,0.03,0.0,pr,2.19,2.19
95169,2021-06-14 04:56:15,15,pos_1623646574922644015,0.01,2.0,pos,0.15,2.15
114140,2021-06-14 05:19:35,436,pr_1623647975248835436,0.03,0.0,pr,13.08,13.08
61927,2021-06-14 05:20:49,2743,pr_1623648049141052743,0.03,0.0,pr,82.28999999999999,82.28999999999999
78475,2021-06-14 06:39:43,1822,pr_1623652782947198822,0.03,0.0,pr,54.66,54.66
86506,2021-06-14 07:03:27,5,pos_1623654206903788005,0.01,2.0,pos,0.05,2.05
33787,2021-06-14 07:10:48,166,pos_1623654647534389166,0.01,2.0,pos,1.6600000000000001,3.66
44060,2021-06-14 07:30:42,1278,pr_1623655841880782278,0.03,0.0,pr,38.339999999999996,38.339999999999996
54609,2021-06-14 07:41:19,669,pp_1623656479447353669,0.025,2.0,pp,16.725,18.725
52110,2021-06-14 08:02:01,309,pr_1623657720653078309,0.03,0.0,pr,9.27,9.27
100090,2021-06-14 08:15:48,229,pr_1623658548057836229,0.03,0.0,pr,6.87,6.87
127868,2021-06-14 08:31:58,26,pos_1623659518154361026,0.01,2.0,pos,0.26,2.26
91118,2021-06-14 08:45:36,1585,pr_1623660336208810585,0.03,0.0,pr,47.55,47.55
106792,2021-06-14 09:00:42,270,pr_1623661241940112270,0.03,0.0,pr,8.1,8.1
127146,2021-06-14 09:03:18,41,pos_1623661397868053041,0.01,2.0,pos,0.41000000000000003,2.41
42795,2021-06-14 09:30:43,41,pos_1623663043136696041,0.01,2.0,pos,0.41000000000000003,2.41
17218,2021-06-14 09:35:56,956,pr_1623663356420104956,0.03,0.0,pr,28.68,28.68
8846,2021-06-14 09:38:02,80,pos_1623663482448374080,0.01,2.0,pos,0.8,2.8
84617,2021-06-14 10:25:11,35,pos_1623666310756493035,0.01,2.0,pos,0.35000000000000003,2.35
